grade,gender,school,longtermeffect,impactonperformance,athletictraining,drinkinginjury,damagemusclefibers,testosterone,adequatesleep,ages14_24,before16,brainmessages,simpletasks,lostpotential,athleticcontractchoice,teammateaccountability,contractcoaches,contractparents,clearcontracts,faircontracts,coachesserious,coachcares,coachesexpectations,coachteamissues,coachesunity,coachescontactparents,coachesavoidsubstanceuse,coachencouragesadequatesleep,healthybalancedmeals,parentshealthychoices,parentsavoidatod,parentsadequatesleep,parentseathealthy,parentsseecoachasimportant,parentsaddresssensitiveissues,communityatod,communityadequatesleep,communityeatinghabits,communitycharacterbuilding,communityrespectfulbehavior,leadersatod,leadersadequatesleep,leadershelpothers,leadersplayersadequatesleep,leadersplayerseat,socialnormsatod,socialnormsenoughadequatesleep,socialnormseating,socialnormslifestylechoices,socialnormscontracts,socialnormscoachimportant,socialnormssensitivetopics,socialnormsensitivecoach,alcohol,tobacco,marijuana,drugs,sleep,meals,contracts,parentcontracts,pre,fall.y.n,survey,season
11,Male,Inter-Lakes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,0 days,0 days,Yes,Yes,FALSE,Y,,winter
9,Male,Exeter,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,10-19 days,All 30 days,Yes,Yes,FALSE,N,,winter
12,Male,Fall Mountain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,10-19 days,10-19 days,Yes,Yes,FALSE,Y,,winter
9,Male,Fall Mountain,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,0 days,0 days,0 days,0 days,All 30 days,20-29 days,Yes,Yes,FALSE,Y,,winter
12,Female,Fall Mountain,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,10-19 days,20-29 days,Yes,Yes,FALSE,Y,,winter
10,Female,Fall Mountain,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,1-2 days,0 days,0 days,0 days,3-5 days,All 30 days,Not sure,Not sure,FALSE,Y,,winter
11,Male,Exeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,N,,winter
11,Male,Exeter,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,1-2 days,0 days,3-5 days,0 days,6-9 days,10-19 days,Yes,Yes,FALSE,N,,winter
11,Female,Exeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,N,,winter
10,Male,Fall Mountain,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,0 days,0 days,0 days,0 days,10-19 days,10-19 days,Yes,Yes,FALSE,Y,,winter
10,Male,Pinkerton,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,1-2 days,0 days,1-2 days,0 days,3-5 days,1-2 days,Yes,Yes,FALSE,N,,winter
11,Male,Exeter,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,20-29 days,10-19 days,Yes,Yes,FALSE,Y,,winter
11,Female,Berlin,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,All 30 days,All 30 days,Yes,Yes,FALSE,N,,winter
9,Female,Newmarket,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 days,0 days,0 days,1-2 days,6-9 days,6-9 days,Yes,Not sure,FALSE,Y,,winter
9,Male,Bedford,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,0 days,0 days,0 days,0 days,10-19 days,10-19 days,Not sure,Not sure,FALSE,Y,,winter
10,Female,Gorham,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,10-19 days,10-19 days,Yes,Yes,FALSE,N,,winter
10,Male,Fall Mountain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,20-29 days,20-29 days,Yes,Yes,FALSE,N,,winter
9,Male,Fall Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Y,,winter
9,Male,Inter-Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Y,,winter
12,Female,Exeter,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,0 days,0 days,,0 days,6-9 days,6-9 days,Yes,Yes,FALSE,Y,,winter
11,Male,Bishop Brady,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,0 days,0 days,0 days,0 days,20-29 days,10-19 days,Not sure,Not sure,FALSE,N,,winter
11,Male,Fall Mountain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,All 30 days,All 30 days,Yes,Yes,FALSE,Y,,winter
10,Female,Gorham,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,,0 days,1-2 days,Yes,Yes,FALSE,Y,,winter
11,Female,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Y,,winter
11,Female,White Mountains,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,0 days,0 days,0 days,0 days,6-9 days,3-5 days,Yes,Yes,FALSE,Y,,winter
12,Male,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,N,,winter
11,Male,Fall Mountain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,10-19 days,All 30 days,Yes,Not sure,FALSE,Y,,winter
10,Male,Portsmouth,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,0 days,0 days,0 days,0 days,0 days,0 days,Not sure,Yes,FALSE,Y,,winter
12,Male,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Y,,winter
12,Male,Portsmouth,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,3-5 days,0 days,0 days,0 days,20-29 days,10-19 days,Not sure,Not sure,FALSE,N,,winter
12,Male,Pinkerton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,N,,winter
12,Male,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,N,,winter
9,Male,Gorham,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,20-29 days,20-29 days,Yes,Yes,FALSE,N,,winter
10,Female,Berlin,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,0 days,0 days,0 days,0 days,10-19 days,10-19 days,Yes,Yes,FALSE,Y,,winter
9,Male,Inter-Lakes,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,All 30 days,20-29 days,Yes,Yes,FALSE,Y,,winter
10,Male,Inter-Lakes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,10-19 days,10-19 days,Yes,Yes,FALSE,Y,,winter
11,Female,Fall Mountain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,10-19 days,20-29 days,All 30 days,Yes,Yes,FALSE,Y,,winter
12,Female,Gorham,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,3-5 days,0 days,0 days,0 days,6-9 days,3-5 days,Yes,Yes,FALSE,Y,,winter
9,Female,Gorham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,N,,winter
11,Female,Gorham,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 days,0 days,0 days,0 days,6-9 days,6-9 days,Yes,Yes,FALSE,Y,,winter
9,Female,Gorham,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,6-9 days,3-5 days,Yes,Yes,FALSE,Y,,winter
11,Female,Gorham,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,6-9 days,10-19 days,Yes,Yes,FALSE,N,,winter
9,Female,Spaulding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Y,,winter
10,Male,Portsmouth,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,0 days,0 days,0 days,0 days,3-5 days,0 days,Yes,Yes,FALSE,Y,,winter
10,Male,Portsmouth,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,All 30 days,20-29 days,Yes,Yes,FALSE,Y,,winter
