Grade ,Gender,School,Survey,Fall Y/N,longtermeffect,impactonperformance,athletictraining,drinkinginjury,damagemusclefibers,testosterone,adequatesleep,Ages14_24,Before16,Brainmessages,simpletasks,lostpotential,athleticcontractchoice,Teammateaccountability,contractcoaches,contractparents,clearcontracts,Faircontracts,coachesserious,coachcares,coachesexpectations,coachteamissues,coachesunity,coachescontactparents,coachesavoidsubstanceuse,coachencouragesadequatesleep,healthybalancedmeals,Parentshealthychoices,parentsavoidatod,parentsadequatesleep,parentseathealthy,parentsseecoachasimportant,parentsaddresssensitiveissues,communityatod,communityadequatesleep,communityeatinghabits,communitycharacterbuilding,communityrespectfulbehavior,leadersatod,leadersadequatesleep,leadershelpothers,leadersplayersadequatesleep,leadersplayerseat,socialnormsatod,socialnormsenoughadequatesleep,socialnormseating,socialnormslifestylechoices,socialnormscontracts,socialnormscoachimportant,socialnormssensitivetopics,socialnormsensitivecoach,Alcohol,Tobacco,Marijuana,Drugs,Sleep,Meals,Contracts,ParentContracts,PRE
10,Female,Mascoma,,Y,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,20-29 days,20-29 days,Yes,Yes,
9,Female,Inter-Lakes,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Female,Mascoma,,Y,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,20-29 days,0 days,0 days,20-29 days,10-19 days,Yes,Yes,
9,Female,Inter-Lakes,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Female,Inter-Lakes,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Female,Bishop Brady,,Y,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,0 days,0 days,0 days,0 days,6-9 days,20-29 days,Yes,Yes,
11,Male,Merrimack,,Y,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,6-9 days,3-5 days,Yes,Yes,
9,Female,Bedford,,N,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,20-29 days,10-19 days,Yes,Yes,
11,Female,Mascoma,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Male,Mascoma,,Y,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,6-9 days,10-19 days,Yes,Yes,
10,Male,Mascoma,,Y,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,0 days,0 days,0 days,0 days,10-19 days,All 30 days,Yes,Yes,
12,Male,Mascoma,,Y,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 days,0 days,20-29 days,0 days,3-5 days,3-5 days,Yes,Yes,
12,Male,Mascoma,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Male,Mascoma,,Y,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,10-19 days,10-19 days,Yes,Yes,
9,Male,Mascoma,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Female,Bedford,,Y,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,All 30 days,All 30 days,Yes,Yes,
12,Female,Bedford,,Y,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,1-2 days,0 days,Not sure,Not sure,
12,Male,Bishop Brady,,N,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,10-19 days,10-19 days,Yes,Yes,
9,Female,Berlin,,N,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,0 days,0 days,0 days,0 days,20-29 days,10-19 days,Yes,Yes,
11,Female,Spaulding,,Y,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,20-29 days,20-29 days,Yes,Yes,
10,Female,Berlin,,Y,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,0 days,0 days,0 days,0 days,20-29 days,20-29 days,Yes,Yes,
11,Male,Portsmouth,,Y,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,10-19 days,20-29 days,Yes,Yes,
12,Male,Portsmouth,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Female,Merrimack,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Female,Merrimack,,Y,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,10-19 days,20-29 days,Yes,Yes,
12,Male,Spaulding,,N,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,10-19 days,All 30 days,Yes,Yes,
9,Male,Inter-Lakes,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Female,Merrimack,,Y,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,1-2 days,6-9 days,Yes,Yes,
12,Female,Spaulding,,Y,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,All 30 days,All 30 days,Yes,Yes,
11,Female,Spaulding,,N,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,0 days,0 days,0 days,0 days,6-9 days,10-19 days,Yes,Yes,
9,Female,Exeter,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,Bedford,,Y,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,0 days,0 days,0 days,0 days,3-5 days,20-29 days,Yes,Yes,
11,Female,Bedford,,Y,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,0 days,0 days,0 days,0 days,20-29 days,20-29 days,Yes,Yes,
9,Female,Exeter,,Y,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,10-19 days,20-29 days,Yes,Not sure,
12,Male,Spaulding,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Male,Spaulding,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Male,Spaulding,,Y,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,20-29 days,6-9 days,Yes,Yes,
9,Female,Spaulding,,Y,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,6-9 days,10-19 days,Yes,Yes,
10,Male,Keene,,N,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,0 days,0 days,0 days,0 days,10-19 days,All 30 days,Yes,Yes,
12,Female,Keene,,Y,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,1-2 days,0 days,1-2 days,0 days,6-9 days,20-29 days,Not sure,Not sure,
9,Female,Keene,,Y,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0 days,0 days,0 days,0 days,20-29 days,All 30 days,Yes,Yes,
10,Female,Keene,,N,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,3-5 days,10-19 days,Not sure,Not sure,
12,Female,Keene,,Y,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,0 days,0 days,0 days,0 days,20-29 days,6-9 days,Yes,Yes,
10,Male,Keene,,Y,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,1-2 days,0 days,0 days,0 days,20-29 days,10-19 days,Yes,Yes,
12,Female,Keene,,N,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,0 days,0 days,Yes,Yes,
9,Female,Keene,,N,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0 days,0 days,0 days,0 days,10-19 days,6-9 days,Yes,Yes,
